d.cod_familiar_fam;d.fx_rfpc;nom_pessoa;num_nis_pessoa_atual;dta_nasc_pessoa;cod_parentesco_rf_pessoa;nom_completo_mae_pessoa
10016427;3;FAMILIA 16427;10000016427;01/01/1985;1;MÃE 16427
10016428;1;FAMILIA 16428;10000016428;01/01/1985;1;MÃE 16428
10016429;2;FAMILIA 16429;10000016429;01/01/1985;1;MÃE 16429
10016430;3;FAMILIA 16430;10000016430;01/01/1985;1;MÃE 16430
10016431;1;FAMILIA 16431;10000016431;01/01/1985;1;MÃE 16431
10016432;2;FAMILIA 16432;10000016432;01/01/1985;1;MÃE 16432
10016433;3;FAMILIA 16433;10000016433;01/01/1985;1;MÃE 16433
10016434;1;FAMILIA 16434;10000016434;01/01/1985;1;MÃE 16434
10016435;2;FAMILIA 16435;10000016435;01/01/1985;1;MÃE 16435
10016436;3;FAMILIA 16436;10000016436;01/01/1985;1;MÃE 16436
10016437;1;FAMILIA 16437;10000016437;01/01/1985;1;MÃE 16437
10016438;2;FAMILIA 16438;10000016438;01/01/1985;1;MÃE 16438
10016439;3;FAMILIA 16439;10000016439;01/01/1985;1;MÃE 16439
10016440;1;FAMILIA 16440;10000016440;01/01/1985;1;MÃE 16440
10016441;2;FAMILIA 16441;10000016441;01/01/1985;1;MÃE 16441
10016442;3;FAMILIA 16442;10000016442;01/01/1985;1;MÃE 16442
10016443;1;FAMILIA 16443;10000016443;01/01/1985;1;MÃE 16443
10016444;2;FAMILIA 16444;10000016444;01/01/1985;1;MÃE 16444
10016445;3;FAMILIA 16445;10000016445;01/01/1985;1;MÃE 16445
10016446;1;FAMILIA 16446;10000016446;01/01/1985;1;MÃE 16446
10016447;2;FAMILIA 16447;10000016447;01/01/1985;1;MÃE 16447
10016448;3;FAMILIA 16448;10000016448;01/01/1985;1;MÃE 16448
10016449;1;FAMILIA 16449;10000016449;01/01/1985;1;MÃE 16449
10016450;2;FAMILIA 16450;10000016450;01/01/1985;1;MÃE 16450
10016451;3;FAMILIA 16451;10000016451;01/01/1985;1;MÃE 16451
10016452;1;FAMILIA 16452;10000016452;01/01/1985;1;MÃE 16452
10016453;2;FAMILIA 16453;10000016453;01/01/1985;1;MÃE 16453
10016454;3;FAMILIA 16454;10000016454;01/01/1985;1;MÃE 16454
10016455;1;FAMILIA 16455;10000016455;01/01/1985;1;MÃE 16455
10016456;2;FAMILIA 16456;10000016456;01/01/1985;1;MÃE 16456
10016457;3;FAMILIA 16457;10000016457;01/01/1985;1;MÃE 16457
10016458;1;FAMILIA 16458;10000016458;01/01/1985;1;MÃE 16458
10016459;2;FAMILIA 16459;10000016459;01/01/1985;1;MÃE 16459
10016460;3;FAMILIA 16460;10000016460;01/01/1985;1;MÃE 16460
10016461;1;FAMILIA 16461;10000016461;01/01/1985;1;MÃE 16461
10016462;2;FAMILIA 16462;10000016462;01/01/1985;1;MÃE 16462
10016463;3;FAMILIA 16463;10000016463;01/01/1985;1;MÃE 16463
10016464;1;FAMILIA 16464;10000016464;01/01/1985;1;MÃE 16464
10016465;2;FAMILIA 16465;10000016465;01/01/1985;1;MÃE 16465
10016466;3;FAMILIA 16466;10000016466;01/01/1985;1;MÃE 16466
10016467;1;FAMILIA 16467;10000016467;01/01/1985;1;MÃE 16467
10016468;2;FAMILIA 16468;10000016468;01/01/1985;1;MÃE 16468
10016469;3;FAMILIA 16469;10000016469;01/01/1985;1;MÃE 16469
10016470;1;FAMILIA 16470;10000016470;01/01/1985;1;MÃE 16470
10016471;2;FAMILIA 16471;10000016471;01/01/1985;1;MÃE 16471
10016472;3;FAMILIA 16472;10000016472;01/01/1985;1;MÃE 16472
10016473;1;FAMILIA 16473;10000016473;01/01/1985;1;MÃE 16473
10016474;2;FAMILIA 16474;10000016474;01/01/1985;1;MÃE 16474
10016475;3;FAMILIA 16475;10000016475;01/01/1985;1;MÃE 16475
10016476;1;FAMILIA 16476;10000016476;01/01/1985;1;MÃE 16476
10016477;2;FAMILIA 16477;10000016477;01/01/1985;1;MÃE 16477
10016478;3;FAMILIA 16478;10000016478;01/01/1985;1;MÃE 16478
10016479;1;FAMILIA 16479;10000016479;01/01/1985;1;MÃE 16479
10016480;2;FAMILIA 16480;10000016480;01/01/1985;1;MÃE 16480
10016481;3;FAMILIA 16481;10000016481;01/01/1985;1;MÃE 16481
10016482;1;FAMILIA 16482;10000016482;01/01/1985;1;MÃE 16482
10016483;2;FAMILIA 16483;10000016483;01/01/1985;1;MÃE 16483
10016484;3;FAMILIA 16484;10000016484;01/01/1985;1;MÃE 16484
10016485;1;FAMILIA 16485;10000016485;01/01/1985;1;MÃE 16485
10016486;2;FAMILIA 16486;10000016486;01/01/1985;1;MÃE 16486
10016487;3;FAMILIA 16487;10000016487;01/01/1985;1;MÃE 16487
10016488;1;FAMILIA 16488;10000016488;01/01/1985;1;MÃE 16488
10016489;2;FAMILIA 16489;10000016489;01/01/1985;1;MÃE 16489
10016490;3;FAMILIA 16490;10000016490;01/01/1985;1;MÃE 16490
10016491;1;FAMILIA 16491;10000016491;01/01/1985;1;MÃE 16491
10016492;2;FAMILIA 16492;10000016492;01/01/1985;1;MÃE 16492
10016493;3;FAMILIA 16493;10000016493;01/01/1985;1;MÃE 16493
10016494;1;FAMILIA 16494;10000016494;01/01/1985;1;MÃE 16494
10016495;2;FAMILIA 16495;10000016495;01/01/1985;1;MÃE 16495
10016496;3;FAMILIA 16496;10000016496;01/01/1985;1;MÃE 16496
10016497;1;FAMILIA 16497;10000016497;01/01/1985;1;MÃE 16497
10016498;2;FAMILIA 16498;10000016498;01/01/1985;1;MÃE 16498
10016499;3;FAMILIA 16499;10000016499;01/01/1985;1;MÃE 16499
10016500;1;FAMILIA 16500;10000016500;01/01/1985;1;MÃE 16500
10016501;2;FAMILIA 16501;10000016501;01/01/1985;1;MÃE 16501
10016502;3;FAMILIA 16502;10000016502;01/01/1985;1;MÃE 16502
10016503;1;FAMILIA 16503;10000016503;01/01/1985;1;MÃE 16503
10016504;2;FAMILIA 16504;10000016504;01/01/1985;1;MÃE 16504
10016505;3;FAMILIA 16505;10000016505;01/01/1985;1;MÃE 16505
10016506;1;FAMILIA 16506;10000016506;01/01/1985;1;MÃE 16506
10016507;2;FAMILIA 16507;10000016507;01/01/1985;1;MÃE 16507
10016508;3;FAMILIA 16508;10000016508;01/01/1985;1;MÃE 16508
10016509;1;FAMILIA 16509;10000016509;01/01/1985;1;MÃE 16509
10016510;2;FAMILIA 16510;10000016510;01/01/1985;1;MÃE 16510
10016511;3;FAMILIA 16511;10000016511;01/01/1985;1;MÃE 16511
10016512;1;FAMILIA 16512;10000016512;01/01/1985;1;MÃE 16512
10016513;2;FAMILIA 16513;10000016513;01/01/1985;1;MÃE 16513
10016514;3;FAMILIA 16514;10000016514;01/01/1985;1;MÃE 16514
10016515;1;FAMILIA 16515;10000016515;01/01/1985;1;MÃE 16515
10016516;2;FAMILIA 16516;10000016516;01/01/1985;1;MÃE 16516
10016517;3;FAMILIA 16517;10000016517;01/01/1985;1;MÃE 16517
10016518;1;FAMILIA 16518;10000016518;01/01/1985;1;MÃE 16518
10016519;2;FAMILIA 16519;10000016519;01/01/1985;1;MÃE 16519
10016520;3;FAMILIA 16520;10000016520;01/01/1985;1;MÃE 16520
10016521;1;FAMILIA 16521;10000016521;01/01/1985;1;MÃE 16521
10016522;2;FAMILIA 16522;10000016522;01/01/1985;1;MÃE 16522
10016523;3;FAMILIA 16523;10000016523;01/01/1985;1;MÃE 16523
10016524;1;FAMILIA 16524;10000016524;01/01/1985;1;MÃE 16524
10016525;2;FAMILIA 16525;10000016525;01/01/1985;1;MÃE 16525
10016526;3;FAMILIA 16526;10000016526;01/01/1985;1;MÃE 16526
10016527;1;FAMILIA 16527;10000016527;01/01/1985;1;MÃE 16527
10016528;2;FAMILIA 16528;10000016528;01/01/1985;1;MÃE 16528
10016529;3;FAMILIA 16529;10000016529;01/01/1985;1;MÃE 16529
10016530;1;FAMILIA 16530;10000016530;01/01/1985;1;MÃE 16530
10016531;2;FAMILIA 16531;10000016531;01/01/1985;1;MÃE 16531
10016532;3;FAMILIA 16532;10000016532;01/01/1985;1;MÃE 16532
10016533;1;FAMILIA 16533;10000016533;01/01/1985;1;MÃE 16533
10016534;2;FAMILIA 16534;10000016534;01/01/1985;1;MÃE 16534
10016535;3;FAMILIA 16535;10000016535;01/01/1985;1;MÃE 16535
10016536;1;FAMILIA 16536;10000016536;01/01/1985;1;MÃE 16536
10016537;2;FAMILIA 16537;10000016537;01/01/1985;1;MÃE 16537
10016538;3;FAMILIA 16538;10000016538;01/01/1985;1;MÃE 16538
10016539;1;FAMILIA 16539;10000016539;01/01/1985;1;MÃE 16539
10016540;2;FAMILIA 16540;10000016540;01/01/1985;1;MÃE 16540
10016541;3;FAMILIA 16541;10000016541;01/01/1985;1;MÃE 16541
10016542;1;FAMILIA 16542;10000016542;01/01/1985;1;MÃE 16542
10016543;2;FAMILIA 16543;10000016543;01/01/1985;1;MÃE 16543
10016544;3;FAMILIA 16544;10000016544;01/01/1985;1;MÃE 16544
10016545;1;FAMILIA 16545;10000016545;01/01/1985;1;MÃE 16545
10016546;2;FAMILIA 16546;10000016546;01/01/1985;1;MÃE 16546
10016547;3;FAMILIA 16547;10000016547;01/01/1985;1;MÃE 16547
10016548;1;FAMILIA 16548;10000016548;01/01/1985;1;MÃE 16548
10016549;2;FAMILIA 16549;10000016549;01/01/1985;1;MÃE 16549
10016550;3;FAMILIA 16550;10000016550;01/01/1985;1;MÃE 16550
10016551;1;FAMILIA 16551;10000016551;01/01/1985;1;MÃE 16551
10016552;2;FAMILIA 16552;10000016552;01/01/1985;1;MÃE 16552
10016553;3;FAMILIA 16553;10000016553;01/01/1985;1;MÃE 16553
10016554;1;FAMILIA 16554;10000016554;01/01/1985;1;MÃE 16554
10016555;2;FAMILIA 16555;10000016555;01/01/1985;1;MÃE 16555
10016556;3;FAMILIA 16556;10000016556;01/01/1985;1;MÃE 16556
10016557;1;FAMILIA 16557;10000016557;01/01/1985;1;MÃE 16557
10016558;2;FAMILIA 16558;10000016558;01/01/1985;1;MÃE 16558
10016559;3;FAMILIA 16559;10000016559;01/01/1985;1;MÃE 16559
10016560;1;FAMILIA 16560;10000016560;01/01/1985;1;MÃE 16560
10016561;2;FAMILIA 16561;10000016561;01/01/1985;1;MÃE 16561
10016562;3;FAMILIA 16562;10000016562;01/01/1985;1;MÃE 16562
10016563;1;FAMILIA 16563;10000016563;01/01/1985;1;MÃE 16563
10016564;2;FAMILIA 16564;10000016564;01/01/1985;1;MÃE 16564
10016565;3;FAMILIA 16565;10000016565;01/01/1985;1;MÃE 16565
10016566;1;FAMILIA 16566;10000016566;01/01/1985;1;MÃE 16566
10016567;2;FAMILIA 16567;10000016567;01/01/1985;1;MÃE 16567
10016568;3;FAMILIA 16568;10000016568;01/01/1985;1;MÃE 16568
10016569;1;FAMILIA 16569;10000016569;01/01/1985;1;MÃE 16569
10016570;2;FAMILIA 16570;10000016570;01/01/1985;1;MÃE 16570
10016571;3;FAMILIA 16571;10000016571;01/01/1985;1;MÃE 16571
10016572;1;FAMILIA 16572;10000016572;01/01/1985;1;MÃE 16572
10016573;2;FAMILIA 16573;10000016573;01/01/1985;1;MÃE 16573
10016574;3;FAMILIA 16574;10000016574;01/01/1985;1;MÃE 16574
10016575;1;FAMILIA 16575;10000016575;01/01/1985;1;MÃE 16575
10016576;2;FAMILIA 16576;10000016576;01/01/1985;1;MÃE 16576
10016577;3;FAMILIA 16577;10000016577;01/01/1985;1;MÃE 16577
10016578;1;FAMILIA 16578;10000016578;01/01/1985;1;MÃE 16578
10016579;2;FAMILIA 16579;10000016579;01/01/1985;1;MÃE 16579
10016580;3;FAMILIA 16580;10000016580;01/01/1985;1;MÃE 16580
10016581;1;FAMILIA 16581;10000016581;01/01/1985;1;MÃE 16581
10016582;2;FAMILIA 16582;10000016582;01/01/1985;1;MÃE 16582
10016583;3;FAMILIA 16583;10000016583;01/01/1985;1;MÃE 16583
10016584;1;FAMILIA 16584;10000016584;01/01/1985;1;MÃE 16584
10016585;2;FAMILIA 16585;10000016585;01/01/1985;1;MÃE 16585
10016586;3;FAMILIA 16586;10000016586;01/01/1985;1;MÃE 16586
10016587;1;FAMILIA 16587;10000016587;01/01/1985;1;MÃE 16587
10016588;2;FAMILIA 16588;10000016588;01/01/1985;1;MÃE 16588
10016589;3;FAMILIA 16589;10000016589;01/01/1985;1;MÃE 16589
10016590;1;FAMILIA 16590;10000016590;01/01/1985;1;MÃE 16590
10016591;2;FAMILIA 16591;10000016591;01/01/1985;1;MÃE 16591
10016592;3;FAMILIA 16592;10000016592;01/01/1985;1;MÃE 16592
10016593;1;FAMILIA 16593;10000016593;01/01/1985;1;MÃE 16593
10016594;2;FAMILIA 16594;10000016594;01/01/1985;1;MÃE 16594
10016595;3;FAMILIA 16595;10000016595;01/01/1985;1;MÃE 16595
10016596;1;FAMILIA 16596;10000016596;01/01/1985;1;MÃE 16596
10016597;2;FAMILIA 16597;10000016597;01/01/1985;1;MÃE 16597
10016598;3;FAMILIA 16598;10000016598;01/01/1985;1;MÃE 16598
10016599;1;FAMILIA 16599;10000016599;01/01/1985;1;MÃE 16599
10016600;2;FAMILIA 16600;10000016600;01/01/1985;1;MÃE 16600
10016601;3;FAMILIA 16601;10000016601;01/01/1985;1;MÃE 16601
10016602;1;FAMILIA 16602;10000016602;01/01/1985;1;MÃE 16602
10016603;2;FAMILIA 16603;10000016603;01/01/1985;1;MÃE 16603
10016604;3;FAMILIA 16604;10000016604;01/01/1985;1;MÃE 16604
10016605;1;FAMILIA 16605;10000016605;01/01/1985;1;MÃE 16605
10016606;2;FAMILIA 16606;10000016606;01/01/1985;1;MÃE 16606
10016607;3;FAMILIA 16607;10000016607;01/01/1985;1;MÃE 16607
10016608;1;FAMILIA 16608;10000016608;01/01/1985;1;MÃE 16608
10016609;2;FAMILIA 16609;10000016609;01/01/1985;1;MÃE 16609
10016610;3;FAMILIA 16610;10000016610;01/01/1985;1;MÃE 16610
10016611;1;FAMILIA 16611;10000016611;01/01/1985;1;MÃE 16611
10016612;2;FAMILIA 16612;10000016612;01/01/1985;1;MÃE 16612
10016613;3;FAMILIA 16613;10000016613;01/01/1985;1;MÃE 16613
10016614;1;FAMILIA 16614;10000016614;01/01/1985;1;MÃE 16614
10016615;2;FAMILIA 16615;10000016615;01/01/1985;1;MÃE 16615
10016616;3;FAMILIA 16616;10000016616;01/01/1985;1;MÃE 16616
10016617;1;FAMILIA 16617;10000016617;01/01/1985;1;MÃE 16617
10016618;2;FAMILIA 16618;10000016618;01/01/1985;1;MÃE 16618
10016619;3;FAMILIA 16619;10000016619;01/01/1985;1;MÃE 16619
10016620;1;FAMILIA 16620;10000016620;01/01/1985;1;MÃE 16620
10016621;2;FAMILIA 16621;10000016621;01/01/1985;1;MÃE 16621
10016622;3;FAMILIA 16622;10000016622;01/01/1985;1;MÃE 16622
10016623;1;FAMILIA 16623;10000016623;01/01/1985;1;MÃE 16623
10016624;2;FAMILIA 16624;10000016624;01/01/1985;1;MÃE 16624
10016625;3;FAMILIA 16625;10000016625;01/01/1985;1;MÃE 16625
10016626;1;FAMILIA 16626;10000016626;01/01/1985;1;MÃE 16626
10016627;2;FAMILIA 16627;10000016627;01/01/1985;1;MÃE 16627
10016628;3;FAMILIA 16628;10000016628;01/01/1985;1;MÃE 16628
10016629;1;FAMILIA 16629;10000016629;01/01/1985;1;MÃE 16629
10016630;2;FAMILIA 16630;10000016630;01/01/1985;1;MÃE 16630
10016631;3;FAMILIA 16631;10000016631;01/01/1985;1;MÃE 16631
10016632;1;FAMILIA 16632;10000016632;01/01/1985;1;MÃE 16632
10016633;2;FAMILIA 16633;10000016633;01/01/1985;1;MÃE 16633
10016634;3;FAMILIA 16634;10000016634;01/01/1985;1;MÃE 16634
10016635;1;FAMILIA 16635;10000016635;01/01/1985;1;MÃE 16635
10016636;2;FAMILIA 16636;10000016636;01/01/1985;1;MÃE 16636
10016637;3;FAMILIA 16637;10000016637;01/01/1985;1;MÃE 16637
10016638;1;FAMILIA 16638;10000016638;01/01/1985;1;MÃE 16638
10016639;2;FAMILIA 16639;10000016639;01/01/1985;1;MÃE 16639
10016640;3;FAMILIA 16640;10000016640;01/01/1985;1;MÃE 16640
10016641;1;FAMILIA 16641;10000016641;01/01/1985;1;MÃE 16641
10016642;2;FAMILIA 16642;10000016642;01/01/1985;1;MÃE 16642
10016643;3;FAMILIA 16643;10000016643;01/01/1985;1;MÃE 16643
10016644;1;FAMILIA 16644;10000016644;01/01/1985;1;MÃE 16644
10016645;2;FAMILIA 16645;10000016645;01/01/1985;1;MÃE 16645
10016646;3;FAMILIA 16646;10000016646;01/01/1985;1;MÃE 16646
10016647;1;FAMILIA 16647;10000016647;01/01/1985;1;MÃE 16647
10016648;2;FAMILIA 16648;10000016648;01/01/1985;1;MÃE 16648
10016649;3;FAMILIA 16649;10000016649;01/01/1985;1;MÃE 16649
10016650;1;FAMILIA 16650;10000016650;01/01/1985;1;MÃE 16650
10016651;2;FAMILIA 16651;10000016651;01/01/1985;1;MÃE 16651
10016652;3;FAMILIA 16652;10000016652;01/01/1985;1;MÃE 16652
10016653;1;FAMILIA 16653;10000016653;01/01/1985;1;MÃE 16653
10016654;2;FAMILIA 16654;10000016654;01/01/1985;1;MÃE 16654
10016655;3;FAMILIA 16655;10000016655;01/01/1985;1;MÃE 16655
10016656;1;FAMILIA 16656;10000016656;01/01/1985;1;MÃE 16656
10016657;2;FAMILIA 16657;10000016657;01/01/1985;1;MÃE 16657
10016658;3;FAMILIA 16658;10000016658;01/01/1985;1;MÃE 16658
10016659;1;FAMILIA 16659;10000016659;01/01/1985;1;MÃE 16659
10016660;2;FAMILIA 16660;10000016660;01/01/1985;1;MÃE 16660
10016661;3;FAMILIA 16661;10000016661;01/01/1985;1;MÃE 16661
10016662;1;FAMILIA 16662;10000016662;01/01/1985;1;MÃE 16662
10016663;2;FAMILIA 16663;10000016663;01/01/1985;1;MÃE 16663
10016664;3;FAMILIA 16664;10000016664;01/01/1985;1;MÃE 16664
10016665;1;FAMILIA 16665;10000016665;01/01/1985;1;MÃE 16665
10016666;2;FAMILIA 16666;10000016666;01/01/1985;1;MÃE 16666
10016667;3;FAMILIA 16667;10000016667;01/01/1985;1;MÃE 16667
10016668;1;FAMILIA 16668;10000016668;01/01/1985;1;MÃE 16668
10016669;2;FAMILIA 16669;10000016669;01/01/1985;1;MÃE 16669
10016670;3;FAMILIA 16670;10000016670;01/01/1985;1;MÃE 16670
10016671;1;FAMILIA 16671;10000016671;01/01/1985;1;MÃE 16671
10016672;2;FAMILIA 16672;10000016672;01/01/1985;1;MÃE 16672
10016673;3;FAMILIA 16673;10000016673;01/01/1985;1;MÃE 16673
10016674;1;FAMILIA 16674;10000016674;01/01/1985;1;MÃE 16674
10016675;2;FAMILIA 16675;10000016675;01/01/1985;1;MÃE 16675
10016676;3;FAMILIA 16676;10000016676;01/01/1985;1;MÃE 16676
10016677;1;FAMILIA 16677;10000016677;01/01/1985;1;MÃE 16677
10016678;2;FAMILIA 16678;10000016678;01/01/1985;1;MÃE 16678
10016679;3;FAMILIA 16679;10000016679;01/01/1985;1;MÃE 16679
10016680;1;FAMILIA 16680;10000016680;01/01/1985;1;MÃE 16680
10016681;2;FAMILIA 16681;10000016681;01/01/1985;1;MÃE 16681
10016682;3;FAMILIA 16682;10000016682;01/01/1985;1;MÃE 16682
10016683;1;FAMILIA 16683;10000016683;01/01/1985;1;MÃE 16683
10016684;2;FAMILIA 16684;10000016684;01/01/1985;1;MÃE 16684
10016685;3;FAMILIA 16685;10000016685;01/01/1985;1;MÃE 16685
10016686;1;FAMILIA 16686;10000016686;01/01/1985;1;MÃE 16686
10016687;2;FAMILIA 16687;10000016687;01/01/1985;1;MÃE 16687
10016688;3;FAMILIA 16688;10000016688;01/01/1985;1;MÃE 16688
10016689;1;FAMILIA 16689;10000016689;01/01/1985;1;MÃE 16689
10016690;2;FAMILIA 16690;10000016690;01/01/1985;1;MÃE 16690
10016691;3;FAMILIA 16691;10000016691;01/01/1985;1;MÃE 16691
10016692;1;FAMILIA 16692;10000016692;01/01/1985;1;MÃE 16692
10016693;2;FAMILIA 16693;10000016693;01/01/1985;1;MÃE 16693
10016694;3;FAMILIA 16694;10000016694;01/01/1985;1;MÃE 16694
10016695;1;FAMILIA 16695;10000016695;01/01/1985;1;MÃE 16695
10016696;2;FAMILIA 16696;10000016696;01/01/1985;1;MÃE 16696
10016697;3;FAMILIA 16697;10000016697;01/01/1985;1;MÃE 16697
10016698;1;FAMILIA 16698;10000016698;01/01/1985;1;MÃE 16698
10016699;2;FAMILIA 16699;10000016699;01/01/1985;1;MÃE 16699
10016700;3;FAMILIA 16700;10000016700;01/01/1985;1;MÃE 16700
10016701;1;FAMILIA 16701;10000016701;01/01/1985;1;MÃE 16701
10016702;2;FAMILIA 16702;10000016702;01/01/1985;1;MÃE 16702
10016703;3;FAMILIA 16703;10000016703;01/01/1985;1;MÃE 16703
10016704;1;FAMILIA 16704;10000016704;01/01/1985;1;MÃE 16704
10016705;2;FAMILIA 16705;10000016705;01/01/1985;1;MÃE 16705
10016706;3;FAMILIA 16706;10000016706;01/01/1985;1;MÃE 16706
10016707;1;FAMILIA 16707;10000016707;01/01/1985;1;MÃE 16707
10016708;2;FAMILIA 16708;10000016708;01/01/1985;1;MÃE 16708
10016709;3;FAMILIA 16709;10000016709;01/01/1985;1;MÃE 16709
10016710;1;FAMILIA 16710;10000016710;01/01/1985;1;MÃE 16710
10016711;2;FAMILIA 16711;10000016711;01/01/1985;1;MÃE 16711
10016712;3;FAMILIA 16712;10000016712;01/01/1985;1;MÃE 16712
10016713;1;FAMILIA 16713;10000016713;01/01/1985;1;MÃE 16713
10016714;2;FAMILIA 16714;10000016714;01/01/1985;1;MÃE 16714
10016715;3;FAMILIA 16715;10000016715;01/01/1985;1;MÃE 16715
10016716;1;FAMILIA 16716;10000016716;01/01/1985;1;MÃE 16716
10016717;2;FAMILIA 16717;10000016717;01/01/1985;1;MÃE 16717
10016718;3;FAMILIA 16718;10000016718;01/01/1985;1;MÃE 16718
10016719;1;FAMILIA 16719;10000016719;01/01/1985;1;MÃE 16719
10016720;2;FAMILIA 16720;10000016720;01/01/1985;1;MÃE 16720
10016721;3;FAMILIA 16721;10000016721;01/01/1985;1;MÃE 16721
10016722;1;FAMILIA 16722;10000016722;01/01/1985;1;MÃE 16722
10016723;2;FAMILIA 16723;10000016723;01/01/1985;1;MÃE 16723
10016724;3;FAMILIA 16724;10000016724;01/01/1985;1;MÃE 16724
10016725;1;FAMILIA 16725;10000016725;01/01/1985;1;MÃE 16725
10016726;2;FAMILIA 16726;10000016726;01/01/1985;1;MÃE 16726
10016727;3;FAMILIA 16727;10000016727;01/01/1985;1;MÃE 16727
10016728;1;FAMILIA 16728;10000016728;01/01/1985;1;MÃE 16728
10016729;2;FAMILIA 16729;10000016729;01/01/1985;1;MÃE 16729
10016730;3;FAMILIA 16730;10000016730;01/01/1985;1;MÃE 16730
10016731;1;FAMILIA 16731;10000016731;01/01/1985;1;MÃE 16731
10016732;2;FAMILIA 16732;10000016732;01/01/1985;1;MÃE 16732
10016733;3;FAMILIA 16733;10000016733;01/01/1985;1;MÃE 16733
10016734;1;FAMILIA 16734;10000016734;01/01/1985;1;MÃE 16734
10016735;2;FAMILIA 16735;10000016735;01/01/1985;1;MÃE 16735
10016736;3;FAMILIA 16736;10000016736;01/01/1985;1;MÃE 16736
10016737;1;FAMILIA 16737;10000016737;01/01/1985;1;MÃE 16737
10016738;2;FAMILIA 16738;10000016738;01/01/1985;1;MÃE 16738
10016739;3;FAMILIA 16739;10000016739;01/01/1985;1;MÃE 16739
10016740;1;FAMILIA 16740;10000016740;01/01/1985;1;MÃE 16740
10016741;2;FAMILIA 16741;10000016741;01/01/1985;1;MÃE 16741
10016742;3;FAMILIA 16742;10000016742;01/01/1985;1;MÃE 16742
10016743;1;FAMILIA 16743;10000016743;01/01/1985;1;MÃE 16743
10016744;2;FAMILIA 16744;10000016744;01/01/1985;1;MÃE 16744
10016745;3;FAMILIA 16745;10000016745;01/01/1985;1;MÃE 16745
10016746;1;FAMILIA 16746;10000016746;01/01/1985;1;MÃE 16746
10016747;2;FAMILIA 16747;10000016747;01/01/1985;1;MÃE 16747
10016748;3;FAMILIA 16748;10000016748;01/01/1985;1;MÃE 16748
10016749;1;FAMILIA 16749;10000016749;01/01/1985;1;MÃE 16749
10016750;2;FAMILIA 16750;10000016750;01/01/1985;1;MÃE 16750
10016751;3;FAMILIA 16751;10000016751;01/01/1985;1;MÃE 16751
10016752;1;FAMILIA 16752;10000016752;01/01/1985;1;MÃE 16752
10016753;2;FAMILIA 16753;10000016753;01/01/1985;1;MÃE 16753
10016754;3;FAMILIA 16754;10000016754;01/01/1985;1;MÃE 16754
10016755;1;FAMILIA 16755;10000016755;01/01/1985;1;MÃE 16755
10016756;2;FAMILIA 16756;10000016756;01/01/1985;1;MÃE 16756
10016757;3;FAMILIA 16757;10000016757;01/01/1985;1;MÃE 16757
10016758;1;FAMILIA 16758;10000016758;01/01/1985;1;MÃE 16758
10016759;2;FAMILIA 16759;10000016759;01/01/1985;1;MÃE 16759
10016760;3;FAMILIA 16760;10000016760;01/01/1985;1;MÃE 16760
10016761;1;FAMILIA 16761;10000016761;01/01/1985;1;MÃE 16761
10016762;2;FAMILIA 16762;10000016762;01/01/1985;1;MÃE 16762
10016763;3;FAMILIA 16763;10000016763;01/01/1985;1;MÃE 16763
10016764;1;FAMILIA 16764;10000016764;01/01/1985;1;MÃE 16764
10016765;2;FAMILIA 16765;10000016765;01/01/1985;1;MÃE 16765
10016766;3;FAMILIA 16766;10000016766;01/01/1985;1;MÃE 16766
10016767;1;FAMILIA 16767;10000016767;01/01/1985;1;MÃE 16767
10016768;2;FAMILIA 16768;10000016768;01/01/1985;1;MÃE 16768
10016769;3;FAMILIA 16769;10000016769;01/01/1985;1;MÃE 16769
10016770;1;FAMILIA 16770;10000016770;01/01/1985;1;MÃE 16770
10016771;2;FAMILIA 16771;10000016771;01/01/1985;1;MÃE 16771
10016772;3;FAMILIA 16772;10000016772;01/01/1985;1;MÃE 16772
10016773;1;FAMILIA 16773;10000016773;01/01/1985;1;MÃE 16773
10016774;2;FAMILIA 16774;10000016774;01/01/1985;1;MÃE 16774
10016775;3;FAMILIA 16775;10000016775;01/01/1985;1;MÃE 16775
10016776;1;FAMILIA 16776;10000016776;01/01/1985;1;MÃE 16776
10016777;2;FAMILIA 16777;10000016777;01/01/1985;1;MÃE 16777
10016778;3;FAMILIA 16778;10000016778;01/01/1985;1;MÃE 16778
10016779;1;FAMILIA 16779;10000016779;01/01/1985;1;MÃE 16779
10016780;2;FAMILIA 16780;10000016780;01/01/1985;1;MÃE 16780
10016781;3;FAMILIA 16781;10000016781;01/01/1985;1;MÃE 16781
10016782;1;FAMILIA 16782;10000016782;01/01/1985;1;MÃE 16782
10016783;2;FAMILIA 16783;10000016783;01/01/1985;1;MÃE 16783
10016784;3;FAMILIA 16784;10000016784;01/01/1985;1;MÃE 16784
10016785;1;FAMILIA 16785;10000016785;01/01/1985;1;MÃE 16785
10016786;2;FAMILIA 16786;10000016786;01/01/1985;1;MÃE 16786
10016787;3;FAMILIA 16787;10000016787;01/01/1985;1;MÃE 16787
10016788;1;FAMILIA 16788;10000016788;01/01/1985;1;MÃE 16788
10016789;2;FAMILIA 16789;10000016789;01/01/1985;1;MÃE 16789
10016790;3;FAMILIA 16790;10000016790;01/01/1985;1;MÃE 16790
10016791;1;FAMILIA 16791;10000016791;01/01/1985;1;MÃE 16791
10016792;2;FAMILIA 16792;10000016792;01/01/1985;1;MÃE 16792
